system,year,doctype,n_tokens,op_total,rel_total,op_rate_per_10k,rel_rate_per_10k,ratio_op_to_rel
ucsf,2024,press_release,1933,1,0,5.173305742369374,0.0,
ucsf,2024,press_release,617,0,5,0.0,81.03727714748784,0.0
ucsf,2024,press_release,495,0,9,0.0,181.8181818181818,0.0
ucsf,2024,press_release,902,0,2,0.0,22.172949002217294,0.0
ucsf,2024,press_release,3026,0,30,0.0,99.14077990746861,0.0
ucsf,2024,press_release,643,1,8,15.552099533437014,124.41679626749611,0.125
ucsf,2024,press_release,844,1,1,11.848341232227488,11.848341232227488,1.0
ucsf,2024,press_release,1146,0,1,0.0,8.726003490401396,0.0
ucsf,2024,press_release,828,0,2,0.0,24.154589371980677,0.0
ucsf,2024,press_release,926,0,0,0.0,0.0,
ucsf,2024,press_release,1561,0,4,0.0,25.624599615631006,0.0
ucsf,2024,press_release,987,1,0,10.131712259371835,0.0,
ucsf,2024,press_release,370,0,0,0.0,0.0,
ucsf,2024,press_release,685,1,12,14.598540145985401,175.1824817518248,0.08333333333333334
ucsf,2024,press_release,501,0,2,0.0,39.920159680638726,0.0
ucsf,2024,press_release,1566,1,5,6.385696040868455,31.928480204342275,0.19999999999999998
ucsf,2024,press_release,757,0,1,0.0,13.21003963011889,0.0
ucsf,2024,press_release,896,3,31,33.482142857142854,345.98214285714283,0.0967741935483871
ucsf,2024,press_release,722,0,3,0.0,41.551246537396125,0.0
ucsf,2024,press_release,683,1,0,14.641288433382138,0.0,
ucsf,2024,press_release,1377,2,39,14.524328249818446,283.2244008714597,0.05128205128205128
ucsf,2024,press_release,552,1,0,18.115942028985508,0.0,
ucsf,2024,press_release,780,1,4,12.820512820512821,51.282051282051285,0.25
ucsf,2024,press_release,841,0,11,0.0,130.79667063020213,0.0
ucsf,2024,press_release,683,0,1,0.0,14.641288433382138,0.0
ucsf,2024,press_release,533,4,6,75.046904315197,112.5703564727955,0.6666666666666666
ucsf,2024,press_release,886,2,1,22.573363431151243,11.286681715575622,2.0
ucsf,2024,press_release,1539,3,3,19.49317738791423,19.49317738791423,1.0
ucsf,2024,press_release,902,0,1,0.0,11.086474501108647,0.0
ucsf,2024,press_release,697,1,3,14.347202295552368,43.0416068866571,0.33333333333333337
ucsf,2024,press_release,472,1,5,21.1864406779661,105.9322033898305,0.19999999999999998
ucsf,2024,press_release,739,0,5,0.0,67.65899864682002,0.0
ucsf,2024,press_release,653,0,0,0.0,0.0,
ucsf,2024,press_release,667,1,1,14.992503748125937,14.992503748125937,1.0
ucsf,2024,press_release,760,0,0,0.0,0.0,
ucsf,2024,press_release,727,6,18,82.53094910591471,247.59284731774414,0.3333333333333333
ucsf,2024,press_release,1585,1,17,6.309148264984227,107.25552050473186,0.058823529411764705
ucsf,2024,press_release,701,1,10,14.265335235378032,142.65335235378032,0.1
ucsf,2024,press_release,1255,0,27,0.0,215.1394422310757,0.0
ucsf,2024,press_release,669,0,4,0.0,59.79073243647235,0.0
ucsf,2024,press_release,2023,5,21,24.715768660405338,103.80622837370242,0.23809523809523808
ucsf,2024,press_release,538,1,10,18.587360594795538,185.87360594795538,0.09999999999999999
ucsf,2024,press_release,754,0,2,0.0,26.52519893899204,0.0
ucsf,2024,press_release,579,0,1,0.0,17.271157167530223,0.0
ucsf,2024,press_release,808,0,16,0.0,198.01980198019803,0.0
ucsf,2024,press_release,1679,7,0,41.69148302561048,0.0,
ucsf,2024,press_release,1697,0,64,0.0,377.13612256923983,0.0
ucsf,2024,press_release,747,0,6,0.0,80.32128514056225,0.0
ucsf,2024,press_release,644,1,1,15.527950310559007,15.527950310559007,1.0
ucsf,2024,press_release,631,0,0,0.0,0.0,
ucsf,2024,press_release,1089,0,0,0.0,0.0,
ucsf,2024,press_release,1096,0,0,0.0,0.0,
ucsf,2024,press_release,571,1,1,17.513134851138354,17.513134851138354,1.0
ucsf,2024,press_release,1086,0,4,0.0,36.83241252302026,0.0
ucsf,2024,press_release,591,1,1,16.920473773265652,16.920473773265652,1.0
ucsf,2024,press_release,499,0,3,0.0,60.120240480961925,0.0
ucsf,2024,press_release,1052,0,2,0.0,19.011406844106464,0.0
ucsf,2024,press_release,1718,0,23,0.0,133.8766006984866,0.0
ucsf,2024,press_release,518,0,6,0.0,115.83011583011583,0.0
ucsf,2024,press_release,675,0,0,0.0,0.0,
ucsf,2024,press_release,990,3,14,30.303030303030305,141.41414141414143,0.21428571428571427
ucsf,2024,press_release,1016,0,48,0.0,472.4409448818898,0.0
ucsf,2024,press_release,465,1,1,21.50537634408602,21.50537634408602,1.0
ucsf,2024,press_release,682,0,0,0.0,0.0,
ucsf,2024,press_release,807,0,6,0.0,74.34944237918215,0.0
ucsf,2024,press_release,462,1,1,21.645021645021647,21.645021645021647,1.0
ucsf,2024,press_release,604,0,4,0.0,66.2251655629139,0.0
ucsf,2024,press_release,734,0,17,0.0,231.60762942779292,0.0
ucsf,2024,press_release,501,1,1,19.960079840319363,19.960079840319363,1.0
ucsf,2024,press_release,1342,2,1,14.903129657228018,7.451564828614009,2.0
ucsf,2024,press_release,551,0,2,0.0,36.29764065335753,0.0
ucsf,2024,press_release,1417,0,14,0.0,98.80028228652081,0.0
ucsf,2024,press_release,793,0,0,0.0,0.0,
ucsf,2024,press_release,1545,6,67,38.83495145631068,433.65695792880257,0.08955223880597014
ucsf,2024,press_release,833,0,0,0.0,0.0,
ucsf,2024,press_release,1456,0,3,0.0,20.604395604395606,0.0
ucsf,2024,press_release,523,0,4,0.0,76.48183556405354,0.0
ucsf,2024,press_release,458,0,0,0.0,0.0,
ucsf,2024,press_release,796,0,7,0.0,87.93969849246231,0.0
ucsf,2024,press_release,607,0,6,0.0,98.84678747940691,0.0
ucsf,2024,press_release,993,0,9,0.0,90.6344410876133,0.0
ucsf,2024,press_release,435,0,7,0.0,160.91954022988506,0.0
ucsf,2024,press_release,518,1,0,19.305019305019304,0.0,
ucsf,2024,press_release,913,0,1,0.0,10.95290251916758,0.0
ucsf,2024,press_release,731,0,2,0.0,27.359781121751027,0.0
ucsf,2024,press_release,2195,3,48,13.66742596810934,218.67881548974944,0.0625
ucsf,2024,press_release,1507,0,1,0.0,6.635700066357001,0.0
ucsf,2024,press_release,721,0,0,0.0,0.0,
ucsf,2024,press_release,970,0,1,0.0,10.309278350515465,0.0
ucsf,2024,press_release,1152,0,19,0.0,164.93055555555554,0.0
ucsf,2024,press_release,1695,2,6,11.799410029498524,35.39823008849557,0.3333333333333333
ucsf,2024,press_release,667,1,1,14.992503748125937,14.992503748125937,1.0
ucsf,2024,press_release,403,0,3,0.0,74.44168734491315,0.0
ucsf,2024,press_release,767,0,1,0.0,13.03780964797914,0.0
ucsf,2024,press_release,772,1,1,12.953367875647668,12.953367875647668,1.0
ucsf,2024,press_release,978,0,0,0.0,0.0,
ucsf,2024,press_release,654,1,6,15.290519877675841,91.74311926605505,0.16666666666666666
ucsf,2024,press_release,303,1,6,33.00330033003301,198.01980198019803,0.16666666666666669
ucsf,2024,press_release,1446,0,11,0.0,76.07192254495159,0.0
ucsf,2024,press_release,626,1,0,15.97444089456869,0.0,
ucsf,2024,press_release,660,2,7,30.303030303030305,106.06060606060606,0.2857142857142857
ucsf,2024,press_release,945,2,26,21.164021164021165,275.13227513227514,0.07692307692307693
ucsf,2024,press_release,472,0,1,0.0,21.1864406779661,0.0
ucsf,2025,press_release,1109,0,2,0.0,18.034265103697024,0.0
ucsf,2025,press_release,632,0,15,0.0,237.34177215189874,0.0
ucsf,2025,press_release,1077,2,4,18.570102135561747,37.140204271123494,0.5
ucsf,2025,press_release,365,1,0,27.397260273972602,0.0,
ucsf,2025,press_release,882,0,0,0.0,0.0,
ucsf,2025,press_release,782,1,11,12.787723785166241,140.66496163682865,0.09090909090909091
ucsf,2025,press_release,503,1,0,19.880715705765407,0.0,
ucsf,2025,press_release,882,1,17,11.337868480725623,192.7437641723356,0.058823529411764705
ucsf,2025,press_release,646,2,10,30.959752321981423,154.79876160990713,0.19999999999999998
ucsf,2025,press_release,385,0,1,0.0,25.974025974025974,0.0
ucsf,2025,press_release,899,0,5,0.0,55.61735261401557,0.0
ucsf,2025,press_release,816,0,19,0.0,232.84313725490196,0.0
ucsf,2025,press_release,673,1,2,14.85884101040119,29.71768202080238,0.5
ucsf,2025,press_release,565,1,5,17.699115044247787,88.49557522123894,0.19999999999999998
ucsf,2025,press_release,689,0,3,0.0,43.54136429608128,0.0
ucsf,2025,press_release,393,0,0,0.0,0.0,
ucsf,2025,press_release,1444,1,4,6.925207756232687,27.700831024930746,0.25
ucsf,2025,press_release,1058,1,5,9.45179584120983,47.25897920604915,0.2
ucsf,2025,press_release,806,0,0,0.0,0.0,
ucsf,2025,press_release,359,0,0,0.0,0.0,
ucsf,2025,press_release,1020,1,2,9.803921568627452,19.607843137254903,0.5
ucsf,2025,press_release,1002,0,2,0.0,19.960079840319363,0.0
ucsf,2025,press_release,902,2,8,22.172949002217294,88.69179600886918,0.25
ucsf,2025,press_release,1325,0,7,0.0,52.83018867924528,0.0
ucsf,2025,press_release,705,1,1,14.184397163120567,14.184397163120567,1.0
ucsf,2025,press_release,556,0,16,0.0,287.76978417266184,0.0
ucsf,2025,press_release,1229,2,0,16.273393002441008,0.0,
ucsf,2025,press_release,737,0,2,0.0,27.137042062415198,0.0
ucsf,2025,press_release,962,7,22,72.76507276507276,228.69022869022868,0.3181818181818182
ucsf,2025,press_release,777,0,3,0.0,38.61003861003861,0.0
ucsf,2025,press_release,807,1,0,12.391573729863692,0.0,
ucsf,2025,press_release,446,0,5,0.0,112.10762331838565,0.0
ucsf,2025,press_release,495,2,6,40.4040404040404,121.21212121212122,0.3333333333333333
ucsf,2025,press_release,1464,0,2,0.0,13.66120218579235,0.0
ucsf,2025,press_release,556,0,0,0.0,0.0,
ucsf,2025,press_release,588,1,5,17.006802721088434,85.03401360544218,0.19999999999999996
ucsf,2025,press_release,773,1,7,12.936610608020699,90.55627425614489,0.14285714285714285
ucsf,2025,press_release,1177,0,0,0.0,0.0,
ucsf,2025,press_release,638,0,4,0.0,62.69592476489028,0.0
ucsf,2025,press_release,430,0,0,0.0,0.0,
ucsf,2025,press_release,558,0,12,0.0,215.05376344086022,0.0
ucsf,2025,press_release,700,0,20,0.0,285.7142857142857,0.0
ucsf,2025,press_release,849,1,2,11.778563015312132,23.557126030624264,0.5
ucsf,2025,press_release,946,0,9,0.0,95.13742071881607,0.0
ucsf,2025,press_release,550,6,3,109.0909090909091,54.54545454545455,2.0
ucsf,2025,press_release,1316,0,20,0.0,151.9756838905775,0.0
ucsf,2025,press_release,886,7,1,79.00677200902935,11.286681715575622,7.0
ucsf,2025,press_release,892,0,5,0.0,56.053811659192824,0.0
ucsf,2025,press_release,583,2,7,34.305317324185246,120.06861063464837,0.2857142857142857
ucsf,2025,press_release,619,9,15,145.39579967689824,242.32633279483036,0.6000000000000001
ucsf,2025,press_release,799,0,0,0.0,0.0,
ucsf,2025,press_release,614,2,0,32.57328990228013,0.0,
ucsf,2025,press_release,286,0,1,0.0,34.96503496503497,0.0
ucsf,2025,press_release,810,0,0,0.0,0.0,
ucsf,2025,press_release,764,0,0,0.0,0.0,
ucsf,2025,press_release,793,1,2,12.610340479192939,25.220680958385877,0.5
ucsf,2025,press_release,535,1,14,18.69158878504673,261.68224299065423,0.07142857142857142
ucsf,2025,press_release,218,0,2,0.0,91.74311926605505,0.0
ucsf,2025,press_release,232,0,1,0.0,43.10344827586207,0.0
ucsf,2025,press_release,1639,1,0,6.101281269066504,0.0,
ucsf,2025,press_release,706,0,2,0.0,28.328611898016998,0.0
ucsf,2025,press_release,318,0,0,0.0,0.0,
ucsf,2025,press_release,982,1,27,10.183299389002036,274.94908350305496,0.037037037037037035
ucsf,2025,press_release,683,1,3,14.641288433382138,43.92386530014641,0.33333333333333337
ucsf,2025,press_release,1252,3,10,23.961661341853034,79.87220447284345,0.3
ucsf,2025,press_release,838,0,18,0.0,214.79713603818615,0.0
ucsf,2025,press_release,408,0,0,0.0,0.0,
ucsf,2025,press_release,241,0,5,0.0,207.4688796680498,0.0
ucsf,2025,press_release,2022,7,0,34.619188921859546,0.0,
ucsf,2025,press_release,1555,0,2,0.0,12.861736334405144,0.0
ucsf,2025,press_release,441,2,6,45.35147392290249,136.05442176870747,0.33333333333333337
ucsf,2025,press_release,874,0,1,0.0,11.441647597254004,0.0
ucsf,2025,press_release,463,0,0,0.0,0.0,
ucsf,2025,press_release,823,0,16,0.0,194.41069258809233,0.0
ucsf,2025,press_release,830,0,2,0.0,24.096385542168676,0.0
ucsf,2025,press_release,1311,0,2,0.0,15.255530129672007,0.0
ucsf,2025,press_release,336,0,1,0.0,29.761904761904763,0.0
ucsf,2025,press_release,1136,3,12,26.408450704225352,105.63380281690141,0.25
ucsf,2025,press_release,756,0,1,0.0,13.227513227513228,0.0
ucsf,2025,press_release,886,2,5,22.573363431151243,56.433408577878104,0.4
ucsf,2025,press_release,1172,0,0,0.0,0.0,
ucsf,2025,press_release,775,0,14,0.0,180.6451612903226,0.0
ucsf,2025,press_release,569,1,0,17.57469244288225,0.0,
ucsf,2025,press_release,593,0,2,0.0,33.72681281618887,0.0
ucsf,2025,press_release,945,0,2,0.0,21.164021164021165,0.0
ucsf,2025,press_release,417,1,1,23.980815347721823,23.980815347721823,1.0
ucsf,2025,press_release,898,1,6,11.135857461024498,66.815144766147,0.16666666666666663
ucsf,2025,press_release,840,0,0,0.0,0.0,
ucsf,2025,press_release,802,2,1,24.93765586034913,12.468827930174564,2.0
ucsf,2025,press_release,1437,1,51,6.958942240779401,354.90605427974947,0.0196078431372549
ucsf,2025,press_release,748,2,3,26.737967914438503,40.106951871657756,0.6666666666666666
ucsf,2025,press_release,995,0,1,0.0,10.050251256281408,0.0
ucsf,2025,press_release,826,0,0,0.0,0.0,
ucsf,2025,press_release,808,0,0,0.0,0.0,
ucsf,2025,press_release,1701,8,10,47.031158142269256,58.78894767783657,0.8
ucsf,2025,press_release,1065,4,3,37.55868544600939,28.169014084507044,1.3333333333333333
ucsf,2025,press_release,607,0,0,0.0,0.0,
ucsf,2025,press_release,1266,0,0,0.0,0.0,
ucsf,2025,press_release,821,0,2,0.0,24.360535931790498,0.0
ucsf,2025,press_release,473,0,1,0.0,21.141649048625794,0.0
ucsf,2025,press_release,1665,0,22,0.0,132.13213213213214,0.0
ucsf,2025,press_release,1098,2,16,18.214936247723134,145.71948998178507,0.125
ucsf,2025,press_release,495,0,12,0.0,242.42424242424244,0.0
ucsf,2025,press_release,899,2,5,22.246941045606228,55.61735261401557,0.39999999999999997
ucsf,2025,press_release,304,1,16,32.89473684210526,526.3157894736842,0.0625
ucsf,2025,press_release,548,0,0,0.0,0.0,
ucsf,2025,press_release,718,1,12,13.927576601671309,167.13091922005572,0.08333333333333333
ucsf,2025,press_release,509,0,1,0.0,19.64636542239686,0.0
ucsf,2025,press_release,1377,3,8,21.78649237472767,58.09731299927378,0.375
ucsf,2025,press_release,593,0,1,0.0,16.863406408094434,0.0
ucsf,2025,press_release,845,0,1,0.0,11.834319526627219,0.0
ucsf,2025,press_release,344,0,4,0.0,116.27906976744185,0.0
ucsf,2025,press_release,897,0,2,0.0,22.296544035674472,0.0
ucsf,2025,press_release,425,0,3,0.0,70.58823529411765,0.0
ucsf,2025,press_release,1202,0,3,0.0,24.958402662229616,0.0
ucsf,2025,press_release,424,0,1,0.0,23.58490566037736,0.0
ucsf,2025,press_release,343,0,1,0.0,29.154518950437318,0.0
ucsf,2025,press_release,508,0,13,0.0,255.90551181102362,0.0
ucsf,2025,press_release,637,0,0,0.0,0.0,
ucsf,2025,press_release,945,0,1,0.0,10.582010582010582,0.0
ucsf,2025,press_release,1281,3,16,23.4192037470726,124.9024199843872,0.18750000000000003
ucsf,2025,press_release,1203,4,4,33.25020781379884,33.25020781379884,1.0
ucsf,2025,press_release,690,1,0,14.492753623188406,0.0,
ucsf,2025,press_release,578,0,7,0.0,121.10726643598616,0.0
ucsf,2025,press_release,666,0,13,0.0,195.1951951951952,0.0
ucsf,2025,press_release,1051,0,2,0.0,19.029495718363464,0.0
ucsf,2025,press_release,289,0,0,0.0,0.0,
ucsf,2025,press_release,389,0,12,0.0,308.48329048843186,0.0
ucsf,2025,press_release,719,0,1,0.0,13.908205841446453,0.0
ucsf,2025,press_release,1099,0,4,0.0,36.39672429481347,0.0
ucsf,2025,press_release,895,0,0,0.0,0.0,
ucsf,2025,press_release,744,0,2,0.0,26.881720430107528,0.0
ucsf,2025,press_release,222,0,5,0.0,225.22522522522522,0.0
ucsf,2025,press_release,795,2,1,25.157232704402517,12.578616352201259,2.0
ucsf,2025,press_release,1822,1,4,5.48847420417124,21.95389681668496,0.25
ucsf,2025,press_release,1092,2,0,18.315018315018314,0.0,
ucsf,2025,press_release,420,0,1,0.0,23.80952380952381,0.0
ucsf,2025,press_release,1217,3,3,24.65078060805259,24.65078060805259,1.0
ucsf,2025,press_release,481,0,5,0.0,103.95010395010395,0.0
ucsf,2025,press_release,688,0,2,0.0,29.069767441860463,0.0
ucsf,2025,press_release,1404,0,28,0.0,199.43019943019942,0.0
ucsf,2025,press_release,631,2,4,31.695721077654518,63.391442155309036,0.5
ucsf,2025,press_release,421,0,11,0.0,261.2826603325416,0.0
ucsf,2025,press_release,674,1,4,14.836795252225519,59.347181008902076,0.25
ucsf,2025,press_release,1070,0,1,0.0,9.345794392523365,0.0
ucsf,2025,press_release,235,0,1,0.0,42.5531914893617,0.0
ucsf,2025,press_release,492,0,2,0.0,40.65040650406504,0.0
ucsf,2025,press_release,1175,2,2,17.02127659574468,17.02127659574468,1.0
ucsf,2025,press_release,1076,0,9,0.0,83.64312267657992,0.0
ucsf,2025,press_release,842,0,4,0.0,47.50593824228029,0.0
ucsf,2025,press_release,667,2,13,29.985007496251875,194.9025487256372,0.15384615384615385
ucsf,2025,press_release,642,0,3,0.0,46.728971962616825,0.0
ucsf,2025,press_release,1192,3,4,25.16778523489933,33.557046979865774,0.75
ucsf,2025,press_release,878,1,2,11.389521640091116,22.779043280182233,0.5
ucsf,2025,press_release,863,1,1,11.587485515643106,11.587485515643106,1.0
ucsf,2025,press_release,749,0,1,0.0,13.35113484646195,0.0
ucsf,2025,press_release,752,0,6,0.0,79.7872340425532,0.0
ucsf,2025,press_release,587,2,0,34.07155025553663,0.0,
ucsf,2025,press_release,1480,6,4,40.54054054054054,27.027027027027028,1.5
ucsf,2025,press_release,864,2,2,23.14814814814815,23.14814814814815,1.0
ucsf,2025,press_release,1258,1,38,7.94912559618442,302.0667726550079,0.026315789473684213
ucsf,2025,press_release,933,0,0,0.0,0.0,
ucsf,2025,press_release,1340,0,5,0.0,37.3134328358209,0.0
ucsf,2025,press_release,822,0,0,0.0,0.0,
ucsf,2025,press_release,667,0,1,0.0,14.992503748125937,0.0
ucsf,2025,press_release,632,1,1,15.822784810126583,15.822784810126583,1.0
ucsf,2025,press_release,821,0,3,0.0,36.54080389768575,0.0
ucsf,2025,press_release,1696,2,10,11.79245283018868,58.9622641509434,0.2
ucsf,2025,press_release,759,0,1,0.0,13.175230566534914,0.0
ucsf,2025,press_release,916,0,6,0.0,65.50218340611353,0.0
ucsf,2025,press_release,436,0,0,0.0,0.0,
ucsf,2025,press_release,654,1,0,15.290519877675841,0.0,
ucsf,2025,press_release,264,0,0,0.0,0.0,
ucsf,2025,press_release,463,0,3,0.0,64.79481641468682,0.0
ucsf,2025,press_release,725,0,1,0.0,13.793103448275861,0.0
ucsf,2025,press_release,1031,2,34,19.398642095053347,329.7769156159069,0.058823529411764705
ucsf,2025,press_release,474,0,0,0.0,0.0,
ucsf,2025,press_release,843,0,2,0.0,23.72479240806643,0.0
ucsf,2025,press_release,458,0,0,0.0,0.0,
ucsf,2025,press_release,494,0,4,0.0,80.97165991902834,0.0
ucsf,2025,press_release,398,0,4,0.0,100.50251256281408,0.0
ucsf,2025,press_release,480,1,0,20.833333333333332,0.0,
ucsf,2025,press_release,614,0,2,0.0,32.57328990228013,0.0
ucsf,2025,press_release,894,0,0,0.0,0.0,
ucsf,2025,press_release,850,1,0,11.764705882352942,0.0,
ucsf,2025,press_release,1000,0,4,0.0,40.0,0.0
ucsf,2025,press_release,278,0,0,0.0,0.0,
ucsf,2025,press_release,1290,1,10,7.751937984496124,77.51937984496124,0.1
ucsf,2025,press_release,1099,0,0,0.0,0.0,
ucsf,2025,press_release,1095,3,0,27.397260273972602,0.0,
ucsf,2025,press_release,665,3,1,45.11278195488722,15.037593984962406,3.0
ucsf,2025,press_release,433,2,7,46.18937644341801,161.66281755196306,0.2857142857142857
ucsf,2025,press_release,544,0,0,0.0,0.0,
ucsf,2025,press_release,1029,1,34,9.718172983479105,330.4178814382896,0.02941176470588235
ucsf,2025,press_release,438,0,0,0.0,0.0,
ucsf,2025,press_release,865,0,11,0.0,127.16763005780346,0.0
ucsf,2025,press_release,519,0,13,0.0,250.48169556840077,0.0
ucsf,2025,press_release,1084,1,6,9.22509225092251,55.35055350553505,0.16666666666666669
ucsf,2025,press_release,908,3,0,33.03964757709251,0.0,
ucsf,2025,press_release,389,0,4,0.0,102.82776349614396,0.0
ucsf,2025,press_release,815,0,0,0.0,0.0,
ucsf,2014,press_release,959,1,15,10.427528675703858,156.41293013555787,0.06666666666666667
ucsf,2014,press_release,1087,1,16,9.19963201471941,147.19411223551057,0.0625
ucsf,2014,press_release,1350,2,34,14.814814814814815,251.85185185185185,0.058823529411764705
ucsf,2014,press_release,689,0,9,0.0,130.62409288824384,0.0
ucsf,2014,press_release,1431,6,27,41.928721174004195,188.67924528301887,0.22222222222222224
ucsf,2014,press_release,1131,2,24,17.68346595932803,212.20159151193633,0.08333333333333334
ucsf,2014,press_release,965,1,27,10.362694300518134,279.79274611398966,0.037037037037037035
ucsf,2013,press_release,1165,3,15,25.751072961373392,128.75536480686696,0.19999999999999998
ucsf,2013,press_release,1490,6,20,40.26845637583892,134.2281879194631,0.29999999999999993
ucsf,2013,press_release,1372,1,15,7.288629737609329,109.32944606413994,0.06666666666666667
ucsf,2013,press_release,847,1,22,11.806375442739078,259.7402597402597,0.045454545454545456
ucsf,2013,press_release,1084,1,17,9.22509225092251,156.82656826568265,0.05882352941176471
ucsf,2013,press_release,225,0,11,0.0,488.8888888888889,0.0
ucsf,2013,press_release,961,1,14,10.40582726326743,145.68158168574402,0.07142857142857142
ucsf,2013,press_release,1071,3,22,28.011204481792717,205.4154995331466,0.13636363636363635
ucsf,2013,press_release,839,1,21,11.918951132300357,250.29797377830752,0.047619047619047616
ucsf,2013,press_release,2024,7,25,34.58498023715415,123.51778656126483,0.27999999999999997
ucsf,2013,press_release,251,0,3,0.0,119.5219123505976,0.0
ucsf,2013,press_release,1754,3,17,17.10376282782212,96.92132269099201,0.17647058823529413
ucsf,2013,press_release,1080,1,16,9.25925925925926,148.14814814814815,0.0625
ucsf,2013,press_release,1092,4,25,36.63003663003663,228.93772893772893,0.16
ucsf,2013,press_release,1771,3,18,16.93958215697346,101.63749294184076,0.16666666666666669
ucsf,2013,press_release,1107,1,21,9.033423667570009,189.7018970189702,0.04761904761904762
ucsf,2013,press_release,1152,1,17,8.680555555555555,147.56944444444446,0.0588235294117647
ucsf,2013,press_release,816,3,17,36.76470588235294,208.33333333333334,0.1764705882352941
ucsf,2013,press_release,729,0,11,0.0,150.89163237311385,0.0
ucsf,2013,press_release,2033,7,25,34.43187407771766,122.97097884899163,0.28
michigan,2016,press_release,344,0,4,0.0,116.27906976744185,0.0
michigan,2016,press_release,313,0,3,0.0,95.84664536741214,0.0
michigan,2016,press_release,615,0,1,0.0,16.260162601626018,0.0
michigan,2016,press_release,316,0,4,0.0,126.58227848101266,0.0
michigan,2016,press_release,221,0,4,0.0,180.99547511312218,0.0
michigan,2016,press_release,168,0,3,0.0,178.57142857142858,0.0
michigan,2016,press_release,323,1,5,30.959752321981423,154.79876160990713,0.19999999999999998
michigan,2016,press_release,301,0,2,0.0,66.44518272425249,0.0
michigan,2011,press_release,3933,1,31,2.5425883549453343,78.82023900330536,0.03225806451612903
michigan,2011,press_release,632,0,5,0.0,79.11392405063292,0.0
michigan,2011,press_release,4265,1,39,2.3446658851113718,91.44196951934349,0.025641025641025644
michigan,2011,press_release,4265,1,39,2.3446658851113718,91.44196951934349,0.025641025641025644
michigan,2020,press_release,729,0,3,0.0,41.1522633744856,0.0
michigan,2021,press_release,693,0,5,0.0,72.15007215007215,0.0
michigan,2019,press_release,774,0,3,0.0,38.75968992248062,0.0
michigan,2017,press_release,771,1,2,12.970168612191959,25.940337224383917,0.5
michigan,2012,press_release,283,0,4,0.0,141.3427561837456,0.0
michigan,2012,press_release,1463,1,10,6.83526999316473,68.3526999316473,0.10000000000000002
michigan,2012,press_release,4896,5,57,10.212418300653594,116.42156862745098,0.08771929824561403
michigan,2012,press_release,3933,1,31,2.5425883549453343,78.82023900330536,0.03225806451612903
michigan,2012,press_release,3080,2,24,6.4935064935064934,77.92207792207792,0.08333333333333334
michigan,2012,press_release,3933,1,31,2.5425883549453343,78.82023900330536,0.03225806451612903
michigan,2023,press_release,776,0,3,0.0,38.65979381443299,0.0
michigan,2022,press_release,774,0,1,0.0,12.919896640826874,0.0
stanford,2016,press_release,163,0,3,0.0,184.04907975460122,0.0
stanford,2016,press_release,667,0,6,0.0,89.95502248875562,0.0
stanford,2016,press_release,982,1,25,10.183299389002036,254.5824847250509,0.04
stanford,2016,press_release,585,1,28,17.094017094017094,478.63247863247864,0.03571428571428571
stanford,2016,press_release,639,2,26,31.29890453834116,406.88575899843505,0.07692307692307693
stanford,2016,press_release,821,0,17,0.0,207.06455542021925,0.0
stanford,2016,press_release,358,1,25,27.932960893854748,698.3240223463687,0.04
stanford,2016,press_release,879,0,19,0.0,216.1547212741752,0.0
stanford,2016,press_release,850,0,19,0.0,223.52941176470588,0.0
stanford,2016,press_release,761,1,32,13.140604467805518,420.4993429697766,0.03125
stanford,2016,press_release,163,0,3,0.0,184.04907975460122,0.0
stanford,2016,press_release,1284,2,32,15.576323987538942,249.22118380062307,0.0625
stanford,2016,press_release,1079,1,4,9.267840593141798,37.071362372567194,0.25
stanford,2016,press_release,1031,1,4,9.699321047526674,38.797284190106694,0.25
stanford,2016,press_release,496,0,23,0.0,463.7096774193548,0.0
stanford,2016,press_release,802,0,34,0.0,423.94014962593513,0.0
stanford,2016,press_release,180,0,4,0.0,222.22222222222223,0.0
stanford,2016,press_release,598,2,5,33.44481605351171,83.61204013377926,0.4000000000000001
stanford,2016,press_release,163,0,3,0.0,184.04907975460122,0.0
stanford,2016,press_release,696,2,24,28.735632183908045,344.82758620689657,0.08333333333333333
stanford,2016,press_release,882,0,4,0.0,45.35147392290249,0.0
stanford,2016,press_release,2396,0,8,0.0,33.3889816360601,0.0
stanford,2016,press_release,821,0,17,0.0,207.06455542021925,0.0
stanford,2016,press_release,804,0,39,0.0,485.07462686567163,0.0
stanford,2016,press_release,1091,0,4,0.0,36.663611365719525,0.0
stanford,2016,press_release,633,0,21,0.0,331.7535545023697,0.0
stanford,2016,press_release,477,0,3,0.0,62.893081761006286,0.0
stanford,2016,press_release,499,0,8,0.0,160.32064128256513,0.0
stanford,2011,press_release,789,0,9,0.0,114.06844106463879,0.0
stanford,2018,press_release,1486,0,19,0.0,127.8600269179004,0.0
stanford,2018,press_release,872,0,6,0.0,68.80733944954129,0.0
stanford,2020,press_release,376,0,9,0.0,239.36170212765958,0.0
stanford,2020,press_release,1052,1,51,9.505703422053232,484.7908745247148,0.0196078431372549
stanford,2021,press_release,512,0,8,0.0,156.25,0.0
stanford,2021,press_release,1128,0,14,0.0,124.11347517730496,0.0
stanford,2019,press_release,1872,0,14,0.0,74.78632478632478,0.0
stanford,2019,press_release,531,0,10,0.0,188.32391713747646,0.0
